0.000203	675.181045	4923.399554	1.000159
0.000214	709.794934	4237.609267	1.000156
0.000225	746.178005	3647.344097	1.000150
0.000236	784.418913	3139.298157	1.000140
0.000249	824.611769	2702.018964	1.000124
0.000261	866.854560	2325.649275	1.000104
0.000275	911.249395	2001.704882	1.000076
0.000289	957.904835	1722.883358	1.000042
0.000304	1006.932919	1482.899449	1.000000
0.000319	1058.452467	1276.343384	0.999950
0.000335	1112.587438	1098.558931	0.999890
0.000353	1169.467312	945.538434	0.999820
0.000371	1229.228568	813.832473	0.999739
0.000390	1292.013484	700.472101	0.999647
0.000410	1357.971372	602.901924	0.999542
0.000431	1427.257765	518.922495	0.999423
0.000453	1500.037014	446.640731	0.999291
0.000476	1576.478677	384.427240	0.999143
0.000500	1656.761750	330.879591	0.998979
0.000526	1741.072511	284.790704	0.998797
0.000553	1829.605050	245.121630	0.998597
0.000581	1922.561671	210.978142	0.998376
0.000611	2020.153594	181.590570	0.998134
0.000643	2122.600022	156.296452	0.997869
0.000676	2230.130021	134.525603	0.997579
0.000710	2342.979051	115.787259	0.997261
0.000747	2461.394040	99.659018	0.996914
0.000785	2585.627659	85.777312	0.996536
0.000825	2715.944028	73.829216	0.996123
0.000867	2852.614277	63.545395	0.995673
0.000912	2995.917788	54.694029	0.995183
0.000959	3146.141971	47.075587	0.994649
0.001008	3303.581973	40.518333	0.994067
0.001059	3468.539049	34.874452	0.993434
0.001114	3641.321969	30.016719	0.992746
0.001171	3822.246181	25.835630	0.991997
0.001231	4011.627453	22.236933	0.991183
0.001294	4209.790371	19.139505	0.990300
0.001360	4417.058446	16.473525	0.989340
0.001430	4633.757394	14.178894	0.988299
0.001503	4860.211560	12.203887	0.987170
0.001581	5096.740689	10.503983	0.985946
0.001662	5343.665130	9.040862	0.984621
0.001747	5601.291294	7.781542	0.983187
0.001836	5869.922197	6.697635	0.981637
0.001930	6149.843472	5.764708	0.979963
0.002029	6441.327487	4.961730	0.978155
0.002133	6744.625486	4.270601	0.976206
0.002243	7059.965768	3.675740	0.974107
0.002358	7387.549446	3.163739	0.971848
0.002479	7727.553397	2.723055	0.969419
0.002606	8080.110088	2.343755	0.966812
0.002739	8445.312571	2.017289	0.964015
0.002880	8823.212484	1.736297	0.961019
0.003028	9213.811720	1.494444	0.957813
0.003183	9617.051581	1.286280	0.954388
0.003346	10032.817776	1.107112	0.950732
0.003518	10460.927295	0.952900	0.946835
0.003698	10901.132159	0.820169	0.942687
0.003887	11353.092604	0.705926	0.938278
0.004087	11816.407533	0.607596	0.933598
0.004296	12290.570233	0.522963	0.928636
0.004517	12774.992034	0.450118	0.923385
0.004748	13268.984656	0.387420	0.917833
0.004992	13771.755273	0.333456	0.911973
0.005248	14282.415119	0.287008	0.905797
0.005517	14799.952789	0.247030	0.899297
0.005799	15323.246841	0.212621	0.892464
0.006097	15851.053708	0.183004	0.885293
0.006409	16382.009425	0.157513	0.877777
0.006738	16914.610179	0.135573	0.869910
0.007083	17447.225556	0.116689	0.861686
0.007447	17978.079152	0.100435	0.853101
0.007828	18505.238734	0.086445	0.844148
0.008230	19026.605725	0.074404	0.834823
0.008652	19539.926585	0.064040	0.825122
0.009095	20042.735497	0.055120	0.815038
0.009562	20532.370624	0.047442	0.804565
0.010052	21005.930817	0.040834	0.793698
0.010567	21460.297114	0.035146	0.782429
0.011109	21892.040448	0.030250	0.770749
0.011679	22297.477400	0.026037	0.758648
0.012277	22672.608615	0.022410	0.746115
0.012907	23013.138278	0.019289	0.733138
0.013569	23314.525835	0.016602	0.719703
0.014264	23571.988358	0.014289	0.705799
0.014996	23780.678923	0.012299	0.691413
0.015764	23935.793937	0.010586	0.676538
0.016573	24032.835641	0.009111	0.661170
0.017422	24067.907730	0.007842	0.645316
0.018316	24038.048949	0.006750	0.628993
0.019255	23941.534791	0.005810	0.612230
0.020242	23778.249902	0.005000	0.595075
0.021280	23549.835497	0.004304	0.577588
0.022371	23259.680164	0.003704	0.559846
0.023518	22912.794713	0.003188	0.541936
0.024724	22515.415132	0.002744	0.523953
0.025991	22074.496418	0.002362	0.505988
0.027324	21597.197881	0.002033	0.488131
0.028725	21090.313859	0.001750	0.470459
0.030197	20559.947276	0.001506	0.453037
0.031746	20011.256351	0.001296	0.435916
0.033373	19448.393785	0.001116	0.419131
0.035084	18874.555378	0.000960	0.402707
0.036883	18292.143262	0.000827	0.386657
0.038774	17702.953901	0.000711	0.370987
0.040762	17108.385406	0.000612	0.355699
0.042852	16509.569063	0.000527	0.340792
0.045049	15907.554561	0.000454	0.326261
0.047359	15303.390983	0.000390	0.312105
0.049787	14698.217207	0.000336	0.298319
0.052340	14093.236695	0.000289	0.284903
0.055023	13489.773530	0.000249	0.271854
0.057844	12889.289832	0.000214	0.259174
0.060810	12293.282861	0.000184	0.246862
0.063928	11703.332682	0.000159	0.234918
0.067206	11121.027181	0.000137	0.223345
0.070651	10547.952799	0.000118	0.212144
0.074274	9985.658105	0.000101	0.201316
0.078082	9435.618915	0.000087	0.190861
0.082085	8899.220214	0.000075	0.180780
0.086294	8377.716956	0.000065	0.171073
0.090718	7872.264892	0.000056	0.161737
0.095369	7383.834385	0.000048	0.152772
0.100259	6913.268864	0.000041	0.144174
0.105399	6461.254138	0.000035	0.135940
0.110803	6028.311487	0.000030	0.128065
0.116484	5614.801655	0.000026	0.120543
0.122456	5220.943912	0.000023	0.113368
0.128735	4846.815015	0.000019	0.106534
0.135335	4492.352374	0.000017	0.100032
0.142274	4157.371041	0.000014	0.093854
0.149569	3841.577561	0.000012	0.087992
0.157237	3544.579525	0.000011	0.082435
0.165299	3265.903743	0.000009	0.077175
0.173774	3004.989700	0.000008	0.072200
0.182684	2761.232946	0.000007	0.067501
0.192050	2533.971228	0.000006	0.063067
0.201897	2322.504598	0.000005	0.058887
0.212248	2126.109581	0.000004	0.054951
0.223130	1944.045057	0.000004	0.051249
0.234570	1775.559934	0.000003	0.047768
0.246597	1619.903366	0.000003	0.044500
0.259240	1476.329325	0.000002	0.041433
0.272532	1344.105033	0.000002	0.038558
0.286505	1222.512935	0.000002	0.035865
0.301194	1110.857250	0.000002	0.033344
0.316637	1008.464156	0.000001	0.030985
0.332871	914.689405	0.000001	0.028781
0.349938	828.914115	0.000001	0.026722
0.367879	750.550064	0.000001	0.024800
0.386741	679.040078	0.000001	0.023006
0.406570	613.856057	0.000001	0.021334
0.427415	554.502968	0.000001	0.019776
0.449329	500.513828	0.000000	0.018325
0.472367	451.452558	0.000000	0.016974
0.496585	406.911876	0.000000	0.015717
0.522046	366.512924	0.000000	0.014548
0.548812	329.902729	0.000000	0.013461
0.576950	296.754159	0.000000	0.012452
0.606531	266.765677	0.000000	0.011515
0.637628	239.657555	0.000000	0.010644
0.670320	215.172245	0.000000	0.009837
0.704688	193.072842	0.000000	0.009088
0.740818	173.141784	0.000000	0.008394
0.778801	155.179053	0.000000	0.007750
0.818731	139.001728	0.000000	0.007154
0.860708	124.442255	0.000000	0.006602
0.904837	111.347737	0.000000	0.006091
0.951229	99.578177	0.000000	0.005618
1.000000	89.006417	0.000000	0.005180
1.051271	79.516404	0.000000	0.004775
1.105171	71.002623	0.000000	0.004401
1.161834	63.369297	0.000000	0.004055
1.221403	56.529266	0.000000	0.003735
1.284025	50.403638	0.000000	0.003440
1.349859	44.920852	0.000000	0.003167
1.419068	40.016164	0.000000	0.002916
1.491825	35.630941	0.000000	0.002683
1.568312	31.712292	0.000000	0.002469
1.648721	28.212370	0.000000	0.002271
1.733253	25.088000	0.000000	0.002089
1.822119	22.300305	0.000000	0.001921
1.915541	19.814213	0.000000	0.001766
2.013753	17.598165	0.000000	0.001623
2.117000	15.623751	0.000000	0.001492
2.225541	13.865452	0.000000	0.001370
2.339647	12.300314	0.000000	0.001259
2.459603	10.907744	0.000000	0.001156
2.585710	9.669258	0.000000	0.001062
